kode_prov,nama_prov,kode_satker,kode_ddn,nama_daerah,kode_skpd,nama_skpd,kode_unit_skpd,nama_unit_skpd,kode_urusan,nama_urusan,kode_bidang_urusan,nama_bidang_urusan,kode_program,nama_program,indikator_program,target_program,satuan_indikator_program,sasaran,kode_giat,nama_giat,indikator_giat,target_giat,satuan_indikator_giat,kode_sub_giat,nama_sub_giat,indikator_sub_giat,target_sub_giat,satuan_indikator_sub_giat,kode_dana,nama_dana,kode_akun,nama_akun,kode_kelompok,nama_kelompok,kode_jenis,nama_jenis,kode_objek,nama_objek,kode_standar_harga,nama_standar_harga,spesifikasi,satuan,volume,harga_satuan,koefisien,total_rincian,tahun_anggaran,jenis_apbd,kode_rekening,nama_rekening,kode_sub_rincian_objek,nama_sub_rincian_objek,lokasi,sumber_pendanaan,catatan,status
36,Banten,SAT-36-007,36.01,Kota Tangerang,36.01.03,Dinas Pekerjaan Umum dan Penataan Ruang,36.01.03.06,UPT Wilayah II - Dinas Pekerjaan Umum dan Penataan Ruang,2,Urusan Wajib Non Pelayanan Dasar,08,Pemberdayaan Perempuan dan Perlindungan Anak,2.02.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,87,Predikat,Meningkatnya akuntabilitas kinerja,2.02.08.02,Penyediaan Barang dan Jasa Perkantoran,Jumlah barang/jasa tersedia,385,Paket,2.02.08.02.03,Pengadaan Peralatan dan Mesin,Jumlah peralatan,19,Unit,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.4,Belanja Transfer,5.1.02,Belanja Barang dan Jasa,5.1.02.02,Belanja Bahan/Material,SH.012,BBM Pertalite,Per liter,Liter,23,10000,1.0,230000,2025,Murni,1.1.02,Kas di Bendahara Pengeluaran,02,Pengadaan Melalui Tender,Kantor Kelurahan,APBD Murni,,Selesai
32,Jawa Barat,SAT-32-033,32.03,Kota Bogor,32.03.05,Badan Perencanaan Pembangunan Daerah,32.03.05.02,Bidang Perencanaan - Badan Perencanaan Pembangunan Daerah,2,Urusan Wajib Non Pelayanan Dasar,14,Pengendalian Penduduk dan Keluarga Berencana,2.08.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,59,%,Meningkatnya kontribusi ekonomi kreatif,2.08.05.09,Pembangunan Jalan dan Jembatan,Panjang jalan terbangun,425,Km,2.08.05.09.13,Renovasi Ruang Kantor,Luas renovasi,17,M2,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.1,Belanja Operasi,5.1.04,Belanja Subsidi,5.1.02.01,Belanja Bahan Pakai Habis,SH.009,Proyektor LCD,Resolusi Full HD 4000 lumens,Unit,159,5177000,1.15,946614449,2024,Murni,5.1.01,Rekening Belanja Pegawai,05,Swakelola,Kantor Kelurahan,Dana Transfer,Menunggu DAK,Disetujui
31,DKI Jakarta,SAT-31-048,31.02,Kota Jakarta Utara,31.02.14,Dinas Penanaman Modal dan PTSP,31.02.14.02,Bidang Perencanaan - Dinas Penanaman Modal dan PTSP,4,Urusan Pemerintahan Umum,23,Kepegawaian,4.03.01,Program Penunjang Urusan Pemerintahan Daerah,Persentase pemenuhan penunjang urusan,66,%,Meningkatnya kinerja penunjang urusan pemerintahan,4.03.01.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,384,Dataset,4.03.01.10.03,Pengadaan Peralatan dan Mesin,Jumlah peralatan,115,Unit,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.1,Belanja Operasi,5.1.06,Belanja Bantuan Sosial,5.2.02.01,Belanja Modal Komputer,SH.050,Hand Sanitizer,Hand sanitizer 500ml,Botol,243,49000,2.0,23814000,2022,Murni,1.1.03,Kas di Bendahara Penerimaan,01,Pembelian Langsung,Balai Desa,APBD Perubahan,,Revisi
31,DKI Jakarta,SAT-31-046,31.03,Kota Jakarta Barat,31.03.10,Dinas Pengendalian Penduduk dan Keluarga Berencana,31.03.10.05,UPT Wilayah I - Dinas Pengendalian Penduduk dan Keluarga Berencana,1,Urusan Wajib Pelayanan Dasar,05,Ketenteraman dan Ketertiban Umum,1.05.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,67,Predikat,Meningkatnya akuntabilitas kinerja,1.05.08.14,Pelatihan dan Bimbingan Teknis,Jumlah peserta pelatihan,413,Orang,1.05.08.14.05,Penyelenggaraan Rapat dan Konsultasi,Jumlah rapat terselenggara,44,Kali,5,Dana Desa,5,Belanja Daerah,5.4,Belanja Transfer,5.1.03,Belanja Bunga,5.1.02.10,Belanja Perjalanan Dinas,SH.022,Bahan Bangunan Besi Beton,D10mm per batang,Batang,472,78000,1.0,36816000,2023,Murni,1.1.01,Kas di Kas Daerah,05,Swakelola,Kantor Kecamatan,APBD Perubahan,Lanjutan tahun sebelumnya,Selesai
73,Sulawesi Selatan,SAT-73-007,73.01,Kota Makassar,73.01.04,Dinas Perumahan dan Kawasan Permukiman,73.01.04.01,Sekretariat - Dinas Perumahan dan Kawasan Permukiman,4,Urusan Pemerintahan Umum,22,Keuangan,4.02.02,Program Peningkatan Kualitas Pelayanan Publik,Indeks Kepuasan Masyarakat,81,Poin,Meningkatnya kualitas pelayanan publik,4.02.02.03,Pemeliharaan Sarana dan Prasarana,Jumlah sarana terpelihara,131,Unit,4.02.02.03.10,Pelaksanaan Survei dan Pendataan,Jumlah responden,65,Orang,6,Dana Transfer Khusus,5,Belanja Daerah,5.1,Belanja Operasi,5.1.05,Belanja Hibah,5.1.02.08,Belanja Makanan dan Minuman,SH.044,Kopi Sachet,Kopi sachet kemasan,Sachet,264,4461,1.0,1177704,2023,Perubahan,5.1.02,Rekening Belanja Barang,03,Penunjukan Langsung,Sekolah,Dana Transfer,,Selesai
32,Jawa Barat,SAT-32-038,32.01,Kota Bandung,32.01.11,"Dinas Sosial, Pengendalian Penduduk",32.01.11.06,"UPT Wilayah II - Dinas Sosial, Pengendalian Penduduk",2,Urusan Wajib Non Pelayanan Dasar,10,Pertanahan,2.04.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,67,%,Meningkatnya kualitas infrastruktur dasar,2.04.03.12,Koordinasi dan Sinkronisasi Program,Jumlah rapat koordinasi,369,Kali,2.04.03.12.04,Pemeliharaan Kendaraan Dinas,Jumlah kendaraan terpelihara,2,Unit,6,Dana Transfer Khusus,5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.043,Materai 10000,Materai tempel,Lembar,47,10000,1.0,470000,2024,Murni,5.1.01,Rekening Belanja Pegawai,02,Pengadaan Melalui Tender,Kantor Kelurahan,Dana Transfer,,Disetujui
36,Banten,SAT-36-031,36.01,Kota Tangerang,36.01.08,Dinas Kependudukan dan Pencatatan Sipil,36.01.08.03,Bidang Pelaksanaan - Dinas Kependudukan dan Pencatatan Sipil,1,Urusan Wajib Pelayanan Dasar,05,Ketenteraman dan Ketertiban Umum,1.05.12,Program Pengelolaan Keuangan Daerah,Opini BPK,93,Predikat,Meningkatnya pengelolaan keuangan daerah,1.05.12.12,Koordinasi dan Sinkronisasi Program,Jumlah rapat koordinasi,361,Kali,1.05.12.12.02,Pengadaan ATK dan Bahan Habis Pakai,Jumlah ATK tersedia,25,Paket,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.1,Belanja Operasi,5.1.01,Belanja Pegawai,5.1.01.04,Tunjangan Fungsional,SH.010,Kendaraan Roda Empat,Minibus 2000cc,Unit,125,268608000,0.5,16788000000,2025,Murni,5.2.01,Rekening Belanja Modal,04,E-Purchasing,Kantor SKPD,APBD Perubahan,,Disetujui
33,Jawa Tengah,SAT-33-026,33.01,Kota Semarang,33.01.21,Badan Pengelolaan Keuangan dan Aset Daerah,33.01.21.06,UPT Wilayah II - Badan Pengelolaan Keuangan dan Aset Daerah,2,Urusan Wajib Non Pelayanan Dasar,15,Perhubungan,2.09.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,62,%,Meningkatnya pemberdayaan masyarakat,2.09.09.07,Pengadaan Sarana dan Prasarana,Jumlah sarana diadakan,116,Unit,2.09.09.07.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,185,Eksemplar,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.04,Belanja Subsidi,5.1.02.03,Belanja Jasa Kantor,SH.027,Alat Kesehatan Tensimeter,Tensimeter digital,Unit,188,698000,1.0,131224000,2022,Perubahan,1.1.03,Kas di Bendahara Penerimaan,01,Pembelian Langsung,Lapangan Umum,Hibah,Prioritas daerah,Disetujui
32,Jawa Barat,SAT-32-016,32.01,Kota Bandung,32.01.01,Dinas Pendidikan,32.01.01.03,Bidang Pelaksanaan - Dinas Pendidikan,2,Urusan Wajib Non Pelayanan Dasar,13,Pemberdayaan Masyarakat dan Desa,2.07.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,95,%,Meningkatnya kualitas infrastruktur dasar,2.07.03.13,Sosialisasi dan Penyuluhan,Jumlah peserta sosialisasi,256,Orang,2.07.03.13.13,Renovasi Ruang Kantor,Luas renovasi,132,M2,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.02,Belanja Modal Peralatan dan Mesin,5.2.02.01,Belanja Modal Komputer,SH.046,Tisu Meja,Tisu kotak 250 lembar,Kotak,473,26143,1.0,12365639,2023,Murni,1.1.03,Kas di Bendahara Penerimaan,03,Penunjukan Langsung,Kantor SKPD,APBD Perubahan,Lanjutan tahun sebelumnya,Proses Verifikasi
32,Jawa Barat,SAT-32-001,32.03,Kota Bogor,32.03.06,Dinas Perhubungan,32.03.06.04,Bidang Evaluasi dan Pelaporan - Dinas Perhubungan,1,Urusan Wajib Pelayanan Dasar,03,Pekerjaan Umum dan Penataan Ruang,1.03.06,Program Pengelolaan Lingkungan Hidup,Indeks Kualitas Lingkungan Hidup,58,Poin,Meningkatnya kualitas lingkungan hidup,1.03.06.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,376,M2,1.03.06.08.09,Pembayaran Utilitas Kantor,Jumlah bulan layanan,182,Bulan,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.01,Belanja Pegawai,5.1.01.02,Tunjangan Keluarga,SH.012,BBM Pertalite,Per liter,Liter,208,10000,0.5,1040000,2023,Murni,1.1.03,Kas di Bendahara Penerimaan,03,Penunjukan Langsung,Gedung Serbaguna,Dana Transfer,Menunggu DAK,Disetujui
36,Banten,SAT-36-017,36.01,Kota Tangerang,36.01.23,Inspektorat Daerah,36.01.23.03,Bidang Pelaksanaan - Inspektorat Daerah,2,Urusan Wajib Non Pelayanan Dasar,10,Pertanahan,2.04.04,Program Peningkatan Sumber Daya Manusia,Indeks Pembangunan Manusia,98,Poin,Meningkatnya kualitas SDM,2.04.04.14,Pelatihan dan Bimbingan Teknis,Jumlah peserta pelatihan,254,Orang,2.04.04.14.02,Pengadaan ATK dan Bahan Habis Pakai,Jumlah ATK tersedia,95,Paket,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.4,Belanja Transfer,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.017,Perjalanan Dinas Luar Daerah,Per hari,OH,100,905000,1.0,90500000,2024,Murni,1.1.02,Kas di Bendahara Pengeluaran,01,Pembelian Langsung,Lapangan Umum,APBD Perubahan,,Disetujui
35,Jawa Timur,SAT-35-047,35.02,Kabupaten Sidoarjo,35.02.05,Badan Perencanaan Pembangunan Daerah,35.02.05.04,Bidang Evaluasi dan Pelaporan - Badan Perencanaan Pembangunan Daerah,2,Urusan Wajib Non Pelayanan Dasar,13,Pemberdayaan Masyarakat dan Desa,2.07.06,Program Pengelolaan Lingkungan Hidup,Indeks Kualitas Lingkungan Hidup,99,Poin,Meningkatnya kualitas lingkungan hidup,2.07.06.03,Pemeliharaan Sarana dan Prasarana,Jumlah sarana terpelihara,76,Unit,2.07.06.03.05,Penyelenggaraan Rapat dan Konsultasi,Jumlah rapat terselenggara,159,Kali,5,Dana Desa,5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.06,Belanja Bantuan Sosial,5.2.02.02,Belanja Modal Meubelair,SH.003,Komputer Desktop,Core i5 RAM 8GB SSD 256GB,Unit,138,8210000,0.5,566490000,2023,Murni,1.1.02,Kas di Bendahara Pengeluaran,04,E-Purchasing,Puskesmas,APBD Perubahan,Perlu koordinasi lintas SKPD,Proses Verifikasi
31,DKI Jakarta,SAT-31-013,31.03,Kota Jakarta Barat,31.03.07,Dinas Lingkungan Hidup,31.03.07.01,Sekretariat - Dinas Lingkungan Hidup,3,Urusan Pilihan,18,Pariwisata,3.02.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,65,%,Meningkatnya kontribusi ekonomi kreatif,3.02.05.11,Pelayanan Administrasi Umum,Jumlah layanan administrasi,413,Layanan,3.02.05.11.09,Pembayaran Utilitas Kantor,Jumlah bulan layanan,145,Bulan,5,Dana Desa,5,Belanja Daerah,5.2,Belanja Modal,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.037,Staples,Staples No.10 isi 1000,Kotak,107,7929,1.1,933243,2025,Murni,1.1.01,Kas di Kas Daerah,05,Swakelola,Kantor SKPD,APBD Murni,,Disetujui
35,Jawa Timur,SAT-35-034,35.02,Kabupaten Sidoarjo,35.02.21,Badan Pengelolaan Keuangan dan Aset Daerah,35.02.21.05,UPT Wilayah I - Badan Pengelolaan Keuangan dan Aset Daerah,2,Urusan Wajib Non Pelayanan Dasar,12,Administrasi Kependudukan dan Pencatatan Sipil,2.06.01,Program Penunjang Urusan Pemerintahan Daerah,Persentase pemenuhan penunjang urusan,76,%,Meningkatnya kinerja penunjang urusan pemerintahan,2.06.01.15,Pengawasan dan Pengendalian,Jumlah objek pengawasan,279,Objek,2.06.01.15.04,Pemeliharaan Kendaraan Dinas,Jumlah kendaraan terpelihara,100,Unit,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.045,Air Mineral Gelas,Air mineral 220ml,Gelas,142,708,0.5,50268,2022,Murni,1.1.02,Kas di Bendahara Pengeluaran,05,Swakelola,Puskesmas,APBD Perubahan,,Selesai
34,DI Yogyakarta,SAT-34-004,34.01,Kota Yogyakarta,34.01.09,Dinas Pemberdayaan Masyarakat dan Desa,34.01.09.03,Bidang Pelaksanaan - Dinas Pemberdayaan Masyarakat dan Desa,3,Urusan Pilihan,17,Pertanian,3.01.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,81,Tahun,Meningkatnya derajat kesehatan masyarakat,3.01.10.12,Koordinasi dan Sinkronisasi Program,Jumlah rapat koordinasi,307,Kali,3.01.10.12.08,Penyediaan Jasa Keamanan,Jumlah petugas keamanan,37,Orang,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.03,Belanja Bunga,5.1.02.09,Belanja Pakaian Dinas,SH.016,Perjalanan Dinas Dalam Daerah,Per hari,OH,195,271000,1.0,52845000,2025,Perubahan,5.2.01,Rekening Belanja Modal,04,E-Purchasing,Aula Kantor Bupati/Walikota,Dana Transfer,Menunggu DAK,Proses Verifikasi
51,Bali,SAT-51-036,51.01,Kota Denpasar,51.01.04,Dinas Perumahan dan Kawasan Permukiman,51.01.04.05,UPT Wilayah I - Dinas Perumahan dan Kawasan Permukiman,3,Urusan Pilihan,17,Pertanian,3.01.04,Program Peningkatan Sumber Daya Manusia,Indeks Pembangunan Manusia,91,Poin,Meningkatnya kualitas SDM,3.01.04.02,Penyediaan Barang dan Jasa Perkantoran,Jumlah barang/jasa tersedia,446,Paket,3.01.04.02.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,19,Eksemplar,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.2,Belanja Modal,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.016,Perjalanan Dinas Dalam Daerah,Per hari,OH,441,330000,0.5,72765000,2024,Murni,1.1.02,Kas di Bendahara Pengeluaran,03,Penunjukan Langsung,Lapangan Umum,APBD Murni,Perlu koordinasi lintas SKPD,Disetujui
12,Sumatera Utara,SAT-12-024,12.01,Kota Medan,12.01.05,Badan Perencanaan Pembangunan Daerah,12.01.05.02,Bidang Perencanaan - Badan Perencanaan Pembangunan Daerah,1,Urusan Wajib Pelayanan Dasar,03,Pekerjaan Umum dan Penataan Ruang,1.03.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,80,%,Meningkatnya kualitas infrastruktur dasar,1.03.03.03,Pemeliharaan Sarana dan Prasarana,Jumlah sarana terpelihara,491,Unit,1.03.03.03.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,147,Unit,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.2,Belanja Modal,5.2.01,Belanja Modal Tanah,5.1.01.02,Tunjangan Keluarga,SH.035,Map Plastik,Map L ukuran A4,Buah,442,5929,1.15,3013710,2025,Murni,5.2.01,Rekening Belanja Modal,01,Pembelian Langsung,Ruang Rapat Utama,APBD Murni,,Disetujui
31,DKI Jakarta,SAT-31-047,31.03,Kota Jakarta Barat,31.03.11,"Dinas Sosial, Pengendalian Penduduk",31.03.11.03,"Bidang Pelaksanaan - Dinas Sosial, Pengendalian Penduduk",3,Urusan Pilihan,18,Pariwisata,3.02.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,72,Predikat,Meningkatnya akuntabilitas kinerja,3.02.08.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,333,M2,3.02.08.08.06,Penyusunan Laporan Kinerja,Jumlah laporan,42,Dokumen,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.4,Belanja Transfer,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.005,Printer Laser,Monochrome A4,Unit,424,4324000,1.0,1833376000,2022,Murni,1.1.01,Kas di Kas Daerah,01,Pembelian Langsung,Balai Desa,Dana Transfer,,Proses Verifikasi
33,Jawa Tengah,SAT-33-027,33.03,Kota Magelang,33.03.04,Dinas Perumahan dan Kawasan Permukiman,33.03.04.04,Bidang Evaluasi dan Pelaporan - Dinas Perumahan dan Kawasan Permukiman,1,Urusan Wajib Pelayanan Dasar,02,Kesehatan,1.02.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,71,Tahun,Meningkatnya derajat kesehatan masyarakat,1.02.10.09,Pembangunan Jalan dan Jembatan,Panjang jalan terbangun,86,Km,1.02.10.09.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,48,Unit,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.4,Belanja Transfer,5.1.01,Belanja Pegawai,5.1.01.03,Tunjangan Jabatan,SH.002,Tinta Printer Warna,Cartridge Original,Buah,51,202000,1.0,10302000,2025,Murni,5.1.01,Rekening Belanja Pegawai,04,E-Purchasing,Puskesmas,APBD Perubahan,Prioritas daerah,Selesai
33,Jawa Tengah,SAT-33-022,33.02,Kabupaten Semarang,33.02.07,Dinas Lingkungan Hidup,33.02.07.05,UPT Wilayah I - Dinas Lingkungan Hidup,1,Urusan Wajib Pelayanan Dasar,06,Sosial,1.06.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,95,%,Menurunnya tingkat kemiskinan,1.06.07.11,Pelayanan Administrasi Umum,Jumlah layanan administrasi,307,Layanan,1.06.07.11.10,Pelaksanaan Survei dan Pendataan,Jumlah responden,78,Orang,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.2,Belanja Modal,5.2.01,Belanja Modal Tanah,5.1.01.04,Tunjangan Fungsional,SH.012,BBM Pertalite,Per liter,Liter,93,10000,1.1,1023000,2022,Murni,5.1.01,Rekening Belanja Pegawai,01,Pembelian Langsung,Ruang Rapat Utama,APBD Perubahan,Lanjutan tahun sebelumnya,Selesai
33,Jawa Tengah,SAT-33-002,33.02,Kabupaten Semarang,33.02.01,Dinas Pendidikan,33.02.01.04,Bidang Evaluasi dan Pelaporan - Dinas Pendidikan,3,Urusan Pilihan,19,Perdagangan,3.03.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,57,Predikat,Meningkatnya akuntabilitas kinerja,3.03.08.15,Pengawasan dan Pengendalian,Jumlah objek pengawasan,39,Objek,3.03.08.15.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,83,Unit,5,Dana Desa,5,Belanja Daerah,5.4,Belanja Transfer,5.2.01,Belanja Modal Tanah,5.1.01.01,Gaji Pokok PNS,SH.024,Pakaian Dinas Harian,Per stel,Stel,182,726000,1.0,132132000,2024,Perubahan,5.1.01,Rekening Belanja Pegawai,01,Pembelian Langsung,Lapangan Umum,Hibah,,Revisi
51,Bali,SAT-51-022,51.01,Kota Denpasar,51.01.11,"Dinas Sosial, Pengendalian Penduduk",51.01.11.06,"UPT Wilayah II - Dinas Sosial, Pengendalian Penduduk",2,Urusan Wajib Non Pelayanan Dasar,11,Lingkungan Hidup,2.05.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,96,Tahun,Meningkatnya derajat kesehatan masyarakat,2.05.10.05,Penyusunan Dokumen Perencanaan,Jumlah dokumen,218,Dokumen,2.05.10.05.07,Penyediaan Jasa Kebersihan,Luas area terlayani,175,M2,6,Dana Transfer Khusus,5,Belanja Daerah,5.2,Belanja Modal,5.2.01,Belanja Modal Tanah,5.1.02.08,Belanja Makanan dan Minuman,SH.030,UPS 3000VA,Online double conversion,Unit,309,11052000,0.5,1707534000,2023,Murni,1.1.03,Kas di Bendahara Penerimaan,04,E-Purchasing,Gedung Serbaguna,Dana Transfer,Menunggu DAK,Disetujui
32,Jawa Barat,SAT-32-021,32.03,Kota Bogor,32.03.13,Dinas Koperasi dan UKM,32.03.13.01,Sekretariat - Dinas Koperasi dan UKM,2,Urusan Wajib Non Pelayanan Dasar,09,Pangan,2.03.11,Program Peningkatan Mutu Pendidikan,Rata-rata lama sekolah,57,Tahun,Meningkatnya akses dan mutu pendidikan,2.03.11.12,Koordinasi dan Sinkronisasi Program,Jumlah rapat koordinasi,301,Kali,2.03.11.12.10,Pelaksanaan Survei dan Pendataan,Jumlah responden,29,Orang,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.1,Belanja Operasi,5.1.06,Belanja Bantuan Sosial,5.1.02.01,Belanja Bahan Pakai Habis,SH.049,Masker Medis,Masker 3 ply per box 50,Box,448,49005,1.1,24149664,2022,Perubahan,1.1.01,Kas di Kas Daerah,05,Swakelola,Lapangan Umum,Dana Transfer,Sesuai RPJMD,Disetujui
73,Sulawesi Selatan,SAT-73-025,73.01,Kota Makassar,73.01.08,Dinas Kependudukan dan Pencatatan Sipil,73.01.08.05,UPT Wilayah I - Dinas Kependudukan dan Pencatatan Sipil,2,Urusan Wajib Non Pelayanan Dasar,12,Administrasi Kependudukan dan Pencatatan Sipil,2.06.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,96,%,Meningkatnya pemberdayaan masyarakat,2.06.09.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,297,Dataset,2.06.09.10.03,Pengadaan Peralatan dan Mesin,Jumlah peralatan,74,Unit,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.4,Belanja Transfer,5.2.02,Belanja Modal Peralatan dan Mesin,5.2.02.01,Belanja Modal Komputer,SH.010,Kendaraan Roda Empat,Minibus 2000cc,Unit,469,416451000,0.5,97657759500,2022,Murni,5.1.01,Rekening Belanja Pegawai,02,Pengadaan Melalui Tender,Kantor Kelurahan,APBD Perubahan,,Disetujui
33,Jawa Tengah,SAT-33-049,33.05,Kota Surakarta,33.05.03,Dinas Pekerjaan Umum dan Penataan Ruang,33.05.03.02,Bidang Perencanaan - Dinas Pekerjaan Umum dan Penataan Ruang,2,Urusan Wajib Non Pelayanan Dasar,15,Perhubungan,2.09.02,Program Peningkatan Kualitas Pelayanan Publik,Indeks Kepuasan Masyarakat,65,Poin,Meningkatnya kualitas pelayanan publik,2.09.02.04,Peningkatan Kapasitas Aparatur,Jumlah aparatur yang ditingkatkan,18,Orang,2.09.02.04.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,134,Unit,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.2,Belanja Modal,5.2.01,Belanja Modal Tanah,5.2.02.02,Belanja Modal Meubelair,SH.037,Staples,Staples No.10 isi 1000,Kotak,447,11216,1.0,5013552,2025,Perubahan,1.1.02,Kas di Bendahara Pengeluaran,02,Pengadaan Melalui Tender,Kantor Kecamatan,APBD Murni,,Selesai
35,Jawa Timur,SAT-35-044,35.02,Kabupaten Sidoarjo,35.02.02,Dinas Kesehatan,35.02.02.03,Bidang Pelaksanaan - Dinas Kesehatan,3,Urusan Pilihan,20,Perindustrian,3.04.01,Program Penunjang Urusan Pemerintahan Daerah,Persentase pemenuhan penunjang urusan,84,%,Meningkatnya kinerja penunjang urusan pemerintahan,3.04.01.11,Pelayanan Administrasi Umum,Jumlah layanan administrasi,145,Layanan,3.04.01.11.08,Penyediaan Jasa Keamanan,Jumlah petugas keamanan,133,Orang,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.2,Belanja Modal,5.2.01,Belanja Modal Tanah,5.1.02.03,Belanja Jasa Kantor,SH.047,Sabun Cuci Tangan,Sabun cair 500ml,Botol,104,22062,1.15,2638615,2024,Perubahan,5.1.01,Rekening Belanja Pegawai,04,E-Purchasing,Gedung Serbaguna,APBD Perubahan,,Disetujui
31,DKI Jakarta,SAT-31-021,31.01,Kota Jakarta Pusat,31.01.07,Dinas Lingkungan Hidup,31.01.07.04,Bidang Evaluasi dan Pelaporan - Dinas Lingkungan Hidup,1,Urusan Wajib Pelayanan Dasar,04,Perumahan Rakyat dan Kawasan Permukiman,1.04.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,64,%,Menurunnya tingkat kemiskinan,1.04.07.02,Penyediaan Barang dan Jasa Perkantoran,Jumlah barang/jasa tersedia,2,Paket,1.04.07.02.05,Penyelenggaraan Rapat dan Konsultasi,Jumlah rapat terselenggara,131,Kali,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.4,Belanja Transfer,5.1.01,Belanja Pegawai,5.1.01.03,Tunjangan Jabatan,SH.036,Binder Clip,Binder clip kecil,Buah,36,1399,1.0,50364,2025,Perubahan,5.2.01,Rekening Belanja Modal,04,E-Purchasing,Balai Desa,Dana Transfer,Lanjutan tahun sebelumnya,Proses Verifikasi
